Country,OptIn Date,Agree,AgeGroup,City,Gender,Occupation_raw,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo_raw,NormallyDo,PandemicChange,YesPandemicChange_raw,YesPandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Blurred vision,Experience_Clammy skin,Experience_Concentration loss,Experience_Confusion,Experience_Dizziness,Experience_Fatigue,Experience_Feeling hot,Experience_Feeling listless/lack of engagement with social activities/family,Experience_Feeling sweaty,Experience_Feeling thirsty,Experience_Headache,Experience_Irrational behaviour,Experience_Loss of consciousness [extensive],Experience_Muscle cramps,Experience_Muscle weakness,Experience_Nausea,Experience_Poor quality of sleep,Experience_Rash,Experience_Vomiting,Experience_DONTKNOW,Experience_REFUSED,ExperienceBeforeHeat (Feeling hot),ExperienceBeforeHeat (Poor quality of sleep),ExperienceBeforeHeat (Nausea),ExperienceBeforeHeat (Vomiting),ExperienceBeforeHeat (Dizziness),ExperienceBeforeHeat (Feeling sweaty),ExperienceBeforeHeat (Headache),ExperienceBeforeHeat (Feeling listless/lack of engagement with social activities/family),ExperienceBeforeHeat (Muscle cramps),ExperienceBeforeHeat (Blurred vision),ExperienceBeforeHeat (Feeling thirsty),ExperienceBeforeHeat (Fatigue),ExperienceBeforeHeat (Confusion),ExperienceBeforeHeat (Concentration loss),ExperienceBeforeHeat (Clammy skin),ExperienceBeforeHeat (Muscle weakness),ExperienceBeforeHeat (Rash),ExperienceBeforeHeat (Irrational behaviour),ExperienceBeforeHeat (Loss of consciousness [extensive]),FeelingMore,PhysicalConflict,HeatAffect
Indonesia,15/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,4,4,Switch on the fan,Use Air Coolers,NO,,,HALF OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY INCREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,HOT,WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME
Indonesia,18/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,Health,OTHER RESPONSES,NO,CEILING FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,3,Switch on the fan,Use Air Coolers,NO,,,HALF OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,ABOUT THE SAME,ABOUT THE SAME
Indonesia,14/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,3,Switch on the fan,Use Air Coolers,YES,Outdoor,Spend More time outdoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,HOT,HOT,PERFECTLY TOLERABLE,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,YES,,,,,,,,,,,,,,,,,,,DON'T KNOW,ABOUT THE SAME,ABOUT THE SAME
Indonesia,15/07/2020,Yes,18-24,Jakarta Special Capital Region,FEMALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,4,BOTTLES,COMMUNAL OR STREET-END TAP,1,WOODEN SHINGLES,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,3,2,Switch on the fan,Use Air Coolers,YES,Indoor,Spend More time indoors,HALF OF THE DAY,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,EASIER,WARM,COMFORTABLE,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,YES,,,,,,,,,FRUSTRATED,NO,MORE
Indonesia,25/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,Freelance,UNEMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,3,3,Fan oneself,Use Air Coolers,YES,Spending time outdoor,Spend More time outdoors,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,CAN'T REMEMBER,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,14/07/2020,Yes,35+,Jakarta Special Capital Region,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,20,BOTTLES,COMMUNAL OR STREET-END TAP,1,WOODEN SHINGLES,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,3,2,Switch on the fan,Use Air Coolers,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,NEUTRAL,COMFORTABLE,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,14/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,Unemployed,UNEMPLOYED,NO,CEILING FAN,OTHER,20,OTHER,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,1,4,Get some fresh air outside,Spend More time outdoors,YES,Spending time outdoor,Spend More time outdoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,VERY HOT,SLIGHTLY WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,IRRITABLE,YES,ABOUT THE SAME
Indonesia,18/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,8,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,REINFORCED CONCRETE,CERAMIC TILES,2,3,Open the window,Open ventilations,YES,Indoor,Spend More time indoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,CAN'T REMEMBER,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME
Indonesia,17/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,Unemployed,UNEMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,7,BOTTLES,OTHER,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,5,Switch on the fan,Use Air Coolers,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,NEUTRAL,COMFORTABLE,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,,,,,,,,,,,,,,,,,,,,REFUSED,NO,LESS
Indonesia,24/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,Selling food online,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,OTHER,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,6,Switch on the fan,Use Air Coolers,YES,Spending a lot of time at home,Spend More time indoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,INTOLERABLE,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,CAN'T REMEMBER,,,,,,,,,,,,,CAN'T REMEMBER,,,,,UNHAPPY,NO,ABOUT THE SAME
Indonesia,25/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,Housewife,UNEMPLOYED,NO,TABLE FAN,OTHER,24,BOTTLES,COMMUNAL OR STREET-END TAP,1,WOODEN SHINGLES,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,1,2,Open the door/switch on the fan,Open ventilations,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,THE SAME,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,ABOUT THE SAME,ABOUT THE SAME
Indonesia,25/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,Student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,3,Go outside,Spend More time outdoors,YES,Go somewhere,Spend More time outdoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,COOL,FAIRLY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,NO,,,,,,IRRITABLE,NO,ABOUT THE SAME
Indonesia,23/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,24,BOTTLES,COMMUNAL OR STREET-END TAP,3,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,4,5,Come out of house,Spend More time outdoors,YES,Come out of house,Spend More time outdoors,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,VERY HOT,COOL,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NO,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,21/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,Housewife,UNEMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,WOODEN SHINGLES,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,7,Drink iced water in front of the fan,Drink cold water,NO,,,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,VERY HOT,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,NO,NO,,,,NO,,,,,NO,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,16/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,INFORMAL TRADE / STREET SALES,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,10,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,4,4,"Outside, at the terrace",Spend More time outdoors,NO,,,HALF OF THE DAY,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,NO,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,21/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,3,3,Install the fan,Use Air Coolers,YES,Spending less time indoor,Spend More time outdoors,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,COLD,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,IRRITABLE,ABOUT THE SAME,ABOUT THE SAME
Indonesia,25/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,3,Switch on the fan,Use Air Coolers,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,HOT,WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,UNHAPPY,ABOUT THE SAME,DON'T KNOW
Indonesia,17/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,24,BOTTLES,COMMUNAL OR STREET-END TAP,1,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,3,Take a shower,Taking a bath,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,LESS
Indonesia,25/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,Freelance,UNEMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,10,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,4,3,Open the window,Open ventilations,NO,,,HALF OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,ABOUT THE SAME,ABOUT THE SAME
Indonesia,24/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,Housewife,UNEMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,1,CERAMIC TILE,REINFORCED CONCRETE,CERAMIC TILES,2,3,Switch on the fan,Use Air Coolers,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SLIGHTLY INCREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,DON'T KNOW,WARM,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,18/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,Manufacture,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,8,8,"Open the window, and switch on the fan",Open ventilations,YES,Indoor,Spend More time indoors,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,THE SAME,WARM,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE
Indonesia,22/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,5,3,Open the window,Open ventilations,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,NEUTRAL,COMFORTABLE,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,LESS
Indonesia,24/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,5,Using the fan,Use Air Coolers,YES,At home,Spend More time indoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY INCREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,HOT,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,23/07/2020,Yes,18-24,Jakarta Special Capital Region,FEMALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,10,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,3,2,Switch on the fan,Use Air Coolers,YES,Indoor,Spend More time indoors,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,HOT,SLIGHTLY COOL,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE
Indonesia,25/07/2020,Yes,18-24,Jakarta Special Capital Region,FEMALE,Cafe worker,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,2,Switch on the fan,Use Air Coolers,NO,,,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,NO,,,,,,,,FRUSTRATED,NO,MORE
Indonesia,24/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,11,BOTTLES,COMMUNAL OR STREET-END TAP,1,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,6,Take a shower,Taking a bath,NO,,,SOME OF THE DAY,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,NEUTRAL,SLIGHTLY COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE
Indonesia,23/07/2020,Yes,35+,Jakarta Special Capital Region,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,18,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,3,3,Switch on the fan,Use Air Coolers,YES,Spending more time outdoor,Spend More time outdoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,COOL,COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,18/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,7,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,3,Fan,Use Air Coolers,YES,At home,Spend More time indoors,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,WARM,WARM,PERFECTLY TOLERABLE,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,YES,,,,,,,,,,,,,,,UNHAPPY,ABOUT THE SAME,ABOUT THE SAME
Indonesia,25/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,Housewife,UNEMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,24,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,3,3,Switch on the fan,Use Air Coolers,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,COOL,COOL,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,24/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,Housewife,UNEMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,18,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,4,Switch on the fan,Use Air Coolers,YES,Come out of house,Spend More time outdoors,HALF OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,Yes,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,YES,,,,NO,,NO,,,,,,,YES,,,,,UNHAPPY,NO,DON'T KNOW
