Country,OptIn Date,Agree,AgeGroup,City,Gender,Occupation_raw,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo_raw,NormallyDo,PandemicChange,YesPandemicChange_raw,YesPandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Blurred vision,Experience_Clammy skin,Experience_Concentration loss,Experience_Confusion,Experience_Dizziness,Experience_Fatigue,Experience_Feeling hot,Experience_Feeling listless/lack of engagement with social activities/family,Experience_Feeling sweaty,Experience_Feeling thirsty,Experience_Headache,Experience_Irrational behaviour,Experience_Loss of consciousness [extensive],Experience_Muscle cramps,Experience_Muscle weakness,Experience_Nausea,Experience_Poor quality of sleep,Experience_Rash,Experience_Vomiting,Experience_DONTKNOW,Experience_REFUSED,ExperienceBeforeHeat (Feeling hot),ExperienceBeforeHeat (Poor quality of sleep),ExperienceBeforeHeat (Nausea),ExperienceBeforeHeat (Vomiting),ExperienceBeforeHeat (Dizziness),ExperienceBeforeHeat (Feeling sweaty),ExperienceBeforeHeat (Headache),ExperienceBeforeHeat (Feeling listless/lack of engagement with social activities/family),ExperienceBeforeHeat (Muscle cramps),ExperienceBeforeHeat (Blurred vision),ExperienceBeforeHeat (Feeling thirsty),ExperienceBeforeHeat (Fatigue),ExperienceBeforeHeat (Confusion),ExperienceBeforeHeat (Concentration loss),ExperienceBeforeHeat (Clammy skin),ExperienceBeforeHeat (Muscle weakness),ExperienceBeforeHeat (Rash),ExperienceBeforeHeat (Irrational behaviour),ExperienceBeforeHeat (Loss of consciousness [extensive]),FeelingMore,PhysicalConflict,HeatAffect
Indonesia,21/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,8,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,3,Open the door and window,Open ventilations,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,HOT,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,UNHAPPY,NO,ABOUT THE SAME
Indonesia,25/07/2020,Yes,35+,Jakarta Special Capital Region,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,INFORMAL CONNECTION,10,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,1,3,Switch on the fan,Use Air Coolers,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,EASIER,NEUTRAL,COMFORTABLE,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,25/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,Looking for a job,UNEMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,12,OTHER,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,5,Switch on the fan,Use Air Coolers,YES,Indoor,Spend More time indoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,WARM,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,UNHAPPY,NO,MORE
Indonesia,23/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,3,4,Switch on the fan,Use Air Coolers,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,23/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,Layoff,UNEMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,20,OTHER,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,5,Open the door,Open ventilations,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,THE SAME,HOT,HOT,INTOLERABLE,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,NO,,,,,,IMPATIENT,YES,LESS
Indonesia,25/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,3,Switch on the fan,Use Air Coolers,YES,Spending time indoor,Spend More time indoors,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,INTOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,UNHAPPY,NO,ABOUT THE SAME
Indonesia,23/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,Driver,PAID LABOR/WAGE,NO,CEILING FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,4,4,Switch on the fan,Use Air Coolers,YES,Spending more time indoor,Spend More time indoors,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SLIGHTLY INCREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,THE SAME,SLIGHTLY COOL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE
Indonesia,18/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,10,OTHER,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,4,4,The fan is switched on,Use Air Coolers,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,NEUTRAL,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,ABOUT THE SAME
Indonesia,18/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,10,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,3,Open the window,Open ventilations,YES,Outdoor,Spend More time outdoors,HALF OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,COLD,SLIGHTLY COOL,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,MAYBE,,,,,,,,,IRRITABLE,NO,ABOUT THE SAME
Indonesia,16/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,Garage,PAID LABOR/WAGE,NO,CEILING FAN,OTHER,7,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,3,Switch on the fan,Use Air Coolers,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY INCREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,NO CHANGE,HARDER,NEUTRAL,SLIGHTLY WARM,VERY DIFFICULT TO TOLERATE,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,MAYBE,,,,,YES,,,,,,,,YES,,,,,,IRRITABLE,NO,LESS
Indonesia,27/07/2020,Yes,35+,Jakarta Special Capital Region,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,7,BOTTLES,COMMUNAL OR STREET-END TAP,1,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,3,Using the fan,Use Air Coolers,NO,,,HALF OF THE DAY,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,COOL,WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,23/07/2020,Yes,18-24,Jakarta Special Capital Region,FEMALE,Housewife,UNEMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,24,BOTTLES,COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],DON'T KNOW,CERAMIC TILES,2,3,Switch on the fan,Use Air Coolers,NO,,,HALF OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY COOL,COOL,DON'T KNOW,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,UNHAPPY,NO,MORE
Indonesia,22/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,Housewife,UNEMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,1,5,Sleep on the floor,Spend More time indoors,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE LESS,NO CHANGE,HARDER,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,NO,,,,,NO,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME
Indonesia,23/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,3,4,Open the door,Open ventilations,YES,Outdoor,Spend More time outdoors,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,SLIGHTLY WARM,SLIGHTLY COOL,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,IMPATIENT,NO,MORE
Indonesia,16/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,4,Using the fan,Use Air Coolers,YES,At home,Spend More time indoors,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,17/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,Pig breeder private employees,AGRICULTURE/HUSBANDRY/FISHING,NO,CEILING FAN,INFORMAL CONNECTION,10,BOTTLES,OTHER,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,3,3,Use the fan,Use Air Coolers,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,,,,,,,,,,,,,,NO,,,,REFUSED,NO,LESS
Indonesia,24/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,24,BOTTLES,COMMUNAL OR STREET-END TAP,3,DRIED CLAY,REINFORCED CONCRETE,CERAMIC TILES,3,3,Switch on the fan,Use Air Coolers,DON'T KNOW,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,DON'T KNOW,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,YES,,,,,,,,,,,,,,,DON'T KNOW,ABOUT THE SAME,ABOUT THE SAME
Indonesia,24/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,24,BOTTLES,SUPPLIED IN TANKS,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,3,Open the door,Open ventilations,NO,,,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,EASIER,NEUTRAL,SLIGHTLY WARM,PERFECTLY TOLERABLE,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,CAN'T REMEMBER,,,,,,,,IRRITABLE,YES,MORE
Indonesia,18/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],BAMBOO POLES OR WOOD,WOOD/BAMBOO,2,5,Take a shower,Taking a bath,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,THE SAME,NEUTRAL,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,,MAYBE,,,,,,,,,,,,,,,,,,IMPATIENT,NO,ABOUT THE SAME
Indonesia,16/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,3,3,Take a shower,Taking a bath,YES,Spending time indoor,Spend More time indoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY DECREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,THE SAME,WARM,WARM,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,CAN'T REMEMBER,,,,,,,,,UNHAPPY,NO,ABOUT THE SAME
Indonesia,24/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,Housewife,UNEMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,1,DRIED CLAY,REINFORCED CONCRETE,CERAMIC TILES,2,4,Open the door and window,Open ventilations,YES,Spending more time indoor,Spend More time indoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,NO CHANGE,EASIER,HOT,SLIGHTLY WARM,PERFECTLY TOLERABLE,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,YES,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME
Indonesia,17/07/2020,Yes,35+,Jakarta Special Capital Region,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,CEILING FAN,INFORMAL CONNECTION,8,OTHER,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,3,Switch on the fan,Use Air Coolers,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,HOT,HOT,FAIRLY DIFFICULT TO TOLERATE,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,YES,,,,,,,,,,,,,,,IRRITABLE,ABOUT THE SAME,ABOUT THE SAME
Indonesia,20/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,Motorbike Taxis,PAID LABOR/WAGE,NO,CEILING FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,3,Switch on the fan,Use Air Coolers,NO,,,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,COOL,COOL,PERFECTLY TOLERABLE,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,NO,,,,,,,DON'T KNOW,ABOUT THE SAME,ABOUT THE SAME
Indonesia,25/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,14,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,REINFORCED CONCRETE,CERAMIC TILES,2,5,Working,paid labor/wage,NO,,,HALF OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,WARM,SLIGHTLY COOL,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,,,,,,,NO,,,,,,,,,,,,,IRRITABLE,NO,LESS
Indonesia,25/07/2020,Yes,25-34,Jakarta Special Capital Region,MALE,Unemployed,UNEMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,12,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,2,5,Switch on the fan,Use Air Coolers,NO,,,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,DON'T KNOW,WARM,DON'T KNOW,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,UNHAPPY,NO,ABOUT THE SAME
Indonesia,24/07/2020,Yes,35+,Jakarta Special Capital Region,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,7,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,3,5,Normally going outside to get some fresh air,Spend More time outdoors,NO,,,SOME OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,HOT,VERY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,IRRITABLE,NO,ABOUT THE SAME
Indonesia,24/07/2020,Yes,35+,Jakarta Special Capital Region,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,24,BOTTLES,COMMUNAL OR STREET-END TAP,2,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,1,6,Switch on the fan,Use Air Coolers,NO,,,SOME OF THE DAY,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,SLIGHTLY WARM,WARM,DON'T KNOW,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,NO,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,18/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,Private Employee,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,6,BOTTLES,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CERAMIC TILES,2,2,Open the door,Open ventilations,NO,,,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,THE SAME,WARM,WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME
Indonesia,24/07/2020,Yes,25-34,Jakarta Special Capital Region,FEMALE,Trading,INFORMAL TRADE / STREET SALES,NO,TABLE FAN,INFORMAL CONNECTION,8,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CERAMIC TILES,4,4,Open the window and door,Open ventilations,YES,Outdoor,Spend More time outdoors,HALF OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,HOT,WARM,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS
Indonesia,25/07/2020,Yes,18-24,Jakarta Special Capital Region,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,8,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],WOOD/BAMBOO,3,3,Switch on the fan,Use Air Coolers,YES,Go somewhere,Spend More time outdoors,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,YES,,,,,,,,,,,,,,,IMPATIENT,NO,MORE
