Country,Observation Date,Language,AgeGroup,City,Gender,Occupation_raw,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo_raw,NormallyDo,PandemicChange,YesPandemicChange_raw,YesPandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Blurredvision,Experience_Clammyskin,Experience_Confusion,Experience_Convulsions,Experience_Dizziness,Experience_Faintingbrieflossofconsciousness,Experience_Fatigue,Experience_Feelinghot,Experience_Feelinglistlesslackofengagementwithsocialactivitiesfa,Experience_Feelingsweaty,Experience_Feelingthirsty,Experience_Headache,Experience_Irrationalbehaviour,Experience_Lossofconsciousnessextensive,Experience_Musclecramps,Experience_Muscleweakness,Experience_Nausea,Experience_Poorqualityofsleep,Experience_Rash,Experience_Vomiting,Experience_DONTKNOW,Experience_REFUSED,ExperienceBeforeHeatConfusion,ExperienceBeforeHeatFeelinghot,ExperienceBeforeHeatFeelingsweaty,ExperienceBeforeHeatFeelingthirsty,ExperienceBeforeHeatFatigue,ExperienceBeforeHeatFeelinglistlesslackofengagementwithsocialact,ExperienceBeforeHeatPoorqualityofsleep,ExperienceBeforeHeatHeadache,ExperienceBeforeHeatClammyskin,ExperienceBeforeHeatFaintingbrieflossofconsciousness,ExperienceBeforeHeatIrrationalbehaviour,ExperienceBeforeHeatMuscleweakness,ExperienceBeforeHeatMusclecramps,ExperienceBeforeHeatNausea,ExperienceBeforeHeatDizziness,ExperienceBeforeHeatBlurredvision,ExperienceBeforeHeatVomiting,ExperienceBeforeHeatRash,ExperienceBeforeHeatLossofconsciousnessextensive,ExperienceBeforeHeatConvulsions,FeelingMore,PhysicalConflict,HeatAffect,Language2
Pakistan,01/07/2020,Urdu,18-24,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,INFORMAL CONNECTION,10,BOTTLES,COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,5,Fan works,Use Air Coolers,NO,N/A,N/A,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,COMFORTABLE,FAIRLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,DON'T KNOW,DON'T KNOW,Urdu
Pakistan,29/06/2020,Urdu,18-24,Karachi,FEMALE,REFUSED,REFUSED,NO,CEILING FAN,INFORMAL CONNECTION,11,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,3,I use hand fan,Use Air Coolers,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,DON'T KNOW,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,REFUSED,WARM,HOT,INTOLERABLE,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,YES,,,,,,CAN'T REMEMBER,,,,,,,,,,,,REFUSED,NO,REFUSED,Urdu
Pakistan,30/06/2020,Urdu,18-24,Karachi,FEMALE,no,NOTHING,NO,CEILING FAN,INFORMAL CONNECTION,6,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,3,CERAMIC TILE,REINFORCED CONCRETE,CEMENT,2,5,Fan worksShe goes to roof top,Use Air Coolers,NO,N/A,N/A,HALF OF THE DAY,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,DON'T KNOW,Urdu
Pakistan,05/07/2020,Urdu,18-24,Hyderabad,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,OTHER,INFORMAL CONNECTION,18,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,3,7,She turns on fan,Use Air Coolers,NO,N/A,N/A,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,WARM,FAIRLY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,MAYBE,YES,YES,YES,,,,MAYBE,,,NO,,,,,,,,,,SHORT TEMPERED,YES,LESS,Urdu
Pakistan,28/06/2020,Urdu,25-34,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,10,SUPPLIED IN TANKS,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,4,Nothing,Nothing,NO,N/A,N/A,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,WARM,FAIRLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME,Urdu
Pakistan,27/06/2020,Urdu,25-34,Karachi,MALE,Driver,DRIVER,NO,OTHER,INFORMAL CONNECTION,21,OTHER,OTHER,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,4,We use air-cooler in afternoon,Use Air Coolers,YES,Mobileetc,Use Mobile Phone,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,YES,YES,,,,YES,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME,Urdu
Pakistan,03/07/2020,Urdu,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,7,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,8,Nothing just we go out,Spend More time outdoors,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,EASIER,VERY HOT,HOT,INTOLERABLE,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,MAYBE,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,28/06/2020,Urdu,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,4,We take bath,Taking a bath,NO,N/A,N/A,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,COMFORTABLE,FAIRLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,28/06/2020,Urdu,25-34,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,SOLAR,18,BOTTLES,OTHER,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,6,In afternoon,Other response,NO,N/A,N/A,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,NEUTRAL,COMFORTABLE,PERFECTLY TOLERABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,REFUSED,NO,ABOUT THE SAME,Urdu
Pakistan,01/07/2020,Urdu,18-24,Karachi,MALE,student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,10,BOTTLES,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,3,We take bath,Taking a bath,NO,N/A,N/A,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,VERY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,18-24,Hyderabad,FEMALE,student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],OTHER,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,4,NothingShe turns on fan,Use Air Coolers,NO,N/A,N/A,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY INCREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,EASIER,SLIGHTLY WARM,SLIGHTLY WARM,INTOLERABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,ABOUT THE SAME,MORE,Urdu
Pakistan,30/06/2020,Urdu,18-24,Karachi,FEMALE,House wife,HOUSEWIFE,NO,OTHER,INFORMAL CONNECTION,20,BOTTLES,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,11,In day,Other response,DON'T KNOW,N/A,N/A,HALF OF THE DAY,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,LESS,Urdu
Pakistan,30/06/2020,Urdu,18-24,Hyderabad,FEMALE,student,STUDENT,NO,TABLE FAN,SOLAR,8,BOTTLES,COMMUNAL OR STREET-END TAP,3,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CLAY COURT,3,10,I opened windows,Open ventilations,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,THE SAME,VERY HOT,VERY HOT,INTOLERABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,NO,,,,,,,,,,,,,,,,,UNHAPPY,NO,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,9,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,6,Fan works,Use Air Coolers,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,EASIER,SLIGHTLY WARM,SLIGHTLY WARM,VERY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,YES,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,29/06/2020,Urdu,35+,Karachi,FEMALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,TABLE FAN,SOLAR,13,SUPPLIED IN TANKS,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CLAY COURT,2,6,We open windows,Open ventilations,NO,N/A,N/A,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,WARM,SLIGHTLY COOL,PERFECTLY TOLERABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,CAN'T REMEMBER,,,,,,,,,,,,,,,,,,IMPATIENT,ABOUT THE SAME,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,3,SUPPLIED IN TANKS,SUPPLIED IN TANKS,3,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CLAY COURT,3,9,At day,Other response,NO,N/A,N/A,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,I EAT LESS - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,THE SAME,HOT,HOT,INTOLERABLE,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,,,,YES,YES,,,,,,,,,,,,,,MAYBE,YES,UNHAPPY,ABOUT THE SAME,ABOUT THE SAME,Urdu
Pakistan,01/07/2020,Urdu,35+,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,12-VOLT BATTERY,8,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,8,We go out,Spend More time outdoors,NO,N/A,N/A,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,HOT,HOT,INTOLERABLE,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,YES,,,YES,,,,,,,,,,,,,,,SHORT TEMPERED,YES,MORE,Urdu
Pakistan,28/06/2020,Urdu,18-24,Karachi,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,18,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,5,She turns on fan,Use Air Coolers,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,NO CHANGE,EASIER,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,30/06/2020,Urdu,18-24,Hyderabad,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,OTHER,SOLAR,19,BOTTLES,SUPPLIED IN TANKS,1,T-GIRDER,REINFORCED CONCRETE,CLAY COURT,1,4,we use hand fan in day,Use Air Coolers,NO,N/A,N/A,OTHER,SLIGHTLY DECREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,WARM,VERY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,YES,,,,,MAYBE,,,,,,,,,,,,,SHORT TEMPERED,ABOUT THE SAME,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,25-34,Hyderabad,FEMALE,House wife,HOUSEWIFE,NO,REFRIGERATOR,INFORMAL CONNECTION,5,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,BAMBOO,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,1,12,I use hand fan,Use Air Coolers,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,VERY HOT,HOT,INTOLERABLE,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,,YES,,,NO,NO,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,30/06/2020,Urdu,35+,Hyderabad,FEMALE,H.w,HOUSEWIFE,NO,CEILING FAN,SOLAR,8,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,GALVANISED IRON,REINFORCED CONCRETE,CLAY COURT,3,4,I sit in lawn,Spend More time outdoors,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,VERY HOT,VERY HOT,INTOLERABLE,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,,,,YES,,,,MAYBE,,MAYBE,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,29/06/2020,Urdu,25-34,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,20,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,4,Nothing,Nothing,NO,N/A,N/A,HALF OF THE DAY,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,EASIER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,01/07/2020,Urdu,25-34,Karachi,FEMALE,house wife,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,2,BOTTLES,SUPPLIED IN TANKS,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,2,6,She does nothing,Nothing,NO,N/A,N/A,OTHER,SLIGHTLY INCREASED,SLIGHTLY INCREASED,I EAT MORE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,FRUSTRATED,DON'T KNOW,DON'T KNOW,Urdu
Pakistan,27/06/2020,Urdu,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,12-VOLT BATTERY,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,8,We go out,Spend More time outdoors,NO,N/A,N/A,SOME OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,INTOLERABLE,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,,,,,,,,,,,,,,,,FRUSTRATED,YES,MORE,Urdu
Pakistan,29/06/2020,Urdu,25-34,Karachi,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,4,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,GALVANISED IRON,MUD BRICK [CRUDE/RAW/COOKED],ASPHALTED FLOOR,2,4,In afternoon,Other response,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SLIGHTLY INCREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,HOT,HOT,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,MAYBE,YES,YES,,,YES,,,,,,,,,,,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,30/06/2020,Urdu,35+,Karachi,FEMALE,H.w,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,8,BOTTLES,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,1,4,Fan on,Use Air Coolers,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,HOT,HOT,INTOLERABLE,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,YES,YES,,,,YES,,,,,,,,,,,,,IRRITABLE,NO,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,25-34,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,6,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CLAY COURT,1,5,At day,Other response,NO,N/A,N/A,HALF OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,HOT,VERY DIFFICULT TO TOLERATE,NO,NO,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,,,,,,,,,,,,YES,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,29/06/2020,Urdu,35+,Karachi,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,CEILING FAN,12-VOLT BATTERY,6,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,WOODEN SHINGLES,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,1,3,99,Refused,YES,99,Refused,HALF OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,EASIER,HOT,VERY HOT,INTOLERABLE,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,35+,Karachi,FEMALE,H.w,HOUSEWIFE,NO,CEILING FAN,SOLAR,10,SUPPLIED IN TANKS,SUPPLIED IN TANKS,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,3,6,She takes bath,Taking a bath,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,VERY HOT,VERY HOT,INTOLERABLE,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,YES,YES,YES,,,YES,,,,,,,,,,,,,IMPATIENT,NO,MORE,Urdu
