Country,Observation Date,Language,AgeGroup,City,Gender,Occupation_raw,Occupation,OwnHouse,CoolHome,Electricity,HoursDay,DrinkingWater,HouseholdPurposes,Rooms,RoofingMaterial,WallMaterial,FloorMaterial,Windows,People in Household,NormallyDo_raw,NormallyDo,PandemicChange,YesPandemicChange_raw,YesPandemicChange,SpendAtHome,AmountOfTime,Income,EatingHabits,WaterIntake,ElectricityUsage,HealthServices,HomeWarm,TemperatureInsideHome,TemperatureOutsideHome,Experience_Blurredvision,Experience_Clammyskin,Experience_Confusion,Experience_Convulsions,Experience_Dizziness,Experience_Faintingbrieflossofconsciousness,Experience_Fatigue,Experience_Feelinghot,Experience_Feelinglistlesslackofengagementwithsocialactivitiesfa,Experience_Feelingsweaty,Experience_Feelingthirsty,Experience_Headache,Experience_Irrationalbehaviour,Experience_Lossofconsciousnessextensive,Experience_Musclecramps,Experience_Muscleweakness,Experience_Nausea,Experience_Poorqualityofsleep,Experience_Rash,Experience_Vomiting,Experience_DONTKNOW,Experience_REFUSED,ExperienceBeforeHeatConfusion,ExperienceBeforeHeatFeelinghot,ExperienceBeforeHeatFeelingsweaty,ExperienceBeforeHeatFeelingthirsty,ExperienceBeforeHeatFatigue,ExperienceBeforeHeatFeelinglistlesslackofengagementwithsocialact,ExperienceBeforeHeatPoorqualityofsleep,ExperienceBeforeHeatHeadache,ExperienceBeforeHeatClammyskin,ExperienceBeforeHeatFaintingbrieflossofconsciousness,ExperienceBeforeHeatIrrationalbehaviour,ExperienceBeforeHeatMuscleweakness,ExperienceBeforeHeatMusclecramps,ExperienceBeforeHeatNausea,ExperienceBeforeHeatDizziness,ExperienceBeforeHeatBlurredvision,ExperienceBeforeHeatVomiting,ExperienceBeforeHeatRash,ExperienceBeforeHeatLossofconsciousnessextensive,ExperienceBeforeHeatConvulsions,FeelingMore,PhysicalConflict,HeatAffect,Language2
Pakistan,30/06/2020,Urdu,18-24,Hyderabad,FEMALE,REFUSED,REFUSED,NO,TABLE FAN,INFORMAL CONNECTION,5,BOTTLES,COMMUNAL OR STREET-END TAP,2,DON'T KNOW,DON'T KNOW,DON'T KNOW,2,4,She uses mobileShe takes bath,Use Mobile Phone,YES,Before she was not in house,Spend More time indoors,SOME OF THE DAY,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,DON'T KNOW,WARM,WARM,FAIRLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,REFUSED,NO,MORE,Urdu
Pakistan,02/07/2020,Urdu,18-24,Karachi,MALE,Student,STUDENT,NO,CEILING FAN,SOLAR,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,9,She is sitting infront of fan,Use Air Coolers,YES,She washes handCleans her house,Wash hands oftenly,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,EASIER,HOT,VERY HOT,INTOLERABLE,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,25-34,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,SOLAR,11,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CLAY COURT,1,8,She comes out in lawn,Spend More time outdoors,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,,YES,YES,YES,,YES,,,,,,,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,INFORMAL CONNECTION,12,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,1,SHEET METAL [TIN/ZINC/CORRUGATED IRON],REINFORCED CONCRETE,CEMENT,1,10,We go out,Spend More time outdoors,NO,N/A,N/A,HALF OF THE DAY,SLIGHTLY DECREASED,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,VERY HOT,VERY HOT,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,,YES,,,,,,,,,,,,,,,,,FRUSTRATED,YES,MORE,Urdu
Pakistan,02/07/2020,Urdu,18-24,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,SOLAR,20,BOTTLES,COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CERAMIC TILES,2,7,When there is no light,Other response,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,NEUTRAL,COMFORTABLE,PERFECTLY TOLERABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME,Urdu
Pakistan,02/07/2020,Urdu,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,TABLE FAN,SOLAR,12,BOTTLES,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CLAY COURT,2,5,Nothing,Nothing,YES,Before we sit outside,Spend More time indoors,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,NO CHANGE,EASIER,WARM,WARM,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,NO,,,,,,,,,,,,,,,,,,UNHAPPY,ABOUT THE SAME,MORE,Urdu
Pakistan,05/07/2020,Urdu,25-34,Karachi,FEMALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,INFORMAL CONNECTION,4,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,5,In day it's too much so I take bath,Taking a bath,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,THE SAME,HOT,HOT,INTOLERABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,YES,,,,,,,,,,,,,,,,,IMPATIENT,YES,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,18-24,Karachi,FEMALE,REFUSED,REFUSED,NO,CEILING FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,CERAMIC TILE,REINFORCED CONCRETE,CEMENT,2,5,Fan works,Use Air Coolers,NO,N/A,N/A,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,INTOLERABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,MAYBE,,,,,,,,,,,,,IMPATIENT,NO,LESS,Urdu
Pakistan,01/07/2020,Urdu,18-24,Hyderabad,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,TABLE FAN,SOLAR,16,BOTTLES,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,8,Does nothing in day,Nothing,NO,N/A,N/A,HALF OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,WARM,WARM,VERY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,,YES,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,ABOUT THE SAME,Urdu
Pakistan,28/06/2020,Urdu,25-34,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,12-VOLT BATTERY,24,BOTTLES,OTHER,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,6,In afternoon,Other response,NO,N/A,N/A,HALF OF THE DAY,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,INTOLERABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,CAN'T REMEMBER,,,CAN'T REMEMBER,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,27/06/2020,Urdu,18-24,Karachi,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,CEILING FAN,INFORMAL CONNECTION,10,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,1,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,1,2,Nothing,Nothing,NO,N/A,N/A,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,,,,,,,,,,,,,,,,,,SHORT TEMPERED,DON'T KNOW,DON'T KNOW,Urdu
Pakistan,03/07/2020,Urdu,18-24,Hyderabad,MALE,Student,STUDENT,NO,CEILING FAN,SOLAR,24,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,7,When there is no light,Other response,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,NEUTRAL,COMFORTABLE,PERFECTLY TOLERABLE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,29/06/2020,Urdu,25-34,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,8,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,13,She does nothingShe turns on fan,Use Air Coolers,NO,N/A,N/A,HALF OF THE DAY,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,NO - NO CHANGE,I HAVE HAD TO USE LESS ENERGY,HARDER,WARM,WARM,INTOLERABLE,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,,,YES,,,,,,,,,,,,,IRRITABLE,NO,MORE,Urdu
Pakistan,30/06/2020,Urdu,18-24,Karachi,MALE,GOVERNMENT ASSISTANCE/SOCIAL PROTECTION NETWORKS [PENSIONS],GOVERNMENT ASSISTANCE/SOCIAL PROTECTION NETWORKS [PENSIONS],NO,OTHER,SOLAR,17,SUPPLIED IN TANKS,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CERAMIC TILES,2,8,go out of house,Spend More time outdoors,NO,N/A,N/A,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SLIGHTLY DECREASED,NO CHANGE - IT IS ENOUGH,YES - I USE LESS,NO CHANGE,THE SAME,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,,YES,MAYBE,YES,,,,,,,,,,,,,,,,IRRITABLE,ABOUT THE SAME,LESS,Urdu
Pakistan,29/06/2020,Urdu,18-24,Hyderabad,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,9,We do nothing,Nothing,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,EASIER,HOT,HOT,INTOLERABLE,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,,YES,YES,YES,YES,,,,,,,,,,,,,YES,,,SHORT TEMPERED,NO,MORE,Urdu
Pakistan,30/06/2020,Urdu,25-34,Hyderabad,FEMALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,GENERATOR,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,REINFORCED CONCRETE,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,5,She goes to lawn,Spend More time outdoors,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE MORE,NO CHANGE,DON'T KNOW,COOL,VERY HOT,VERY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,,YES,YES,,,,YES,,,,,,,,,,,,,,IRRITABLE,NO,MORE,Urdu
Pakistan,28/06/2020,Urdu,25-34,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,SOLAR,24,BOTTLES,OTHER,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,6,In afternoon,Other response,NO,N/A,N/A,SOME OF THE DAY,SIGNIFICANTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,THE SAME,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,CAN'T REMEMBER,,,CAN'T REMEMBER,,,,,,,,,,,,,,,,,FRUSTRATED,NO,MORE,Urdu
Pakistan,05/07/2020,Urdu,25-34,Karachi,MALE,PAID LABOR/WAGE,PAID LABOR/WAGE,NO,CEILING FAN,SOLAR,12,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,2,7,I go out,Spend More time outdoors,NO,N/A,N/A,VERY LITTLE – ONLY FOR SLEEPING,SLIGHTLY DECREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,NO CHANGE,THE SAME,HOT,HOT,PERFECTLY TOLERABLE,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,,,YES,,,,,,,,,,,,,SHORT TEMPERED,YES,MORE,Urdu
Pakistan,30/06/2020,Urdu,18-24,Hyderabad,FEMALE,House wife,HOUSEWIFE,NO,TABLE FAN,INFORMAL CONNECTION,20,SUPPLIED IN TANKS,SUPPLIED IN TANKS,2,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,2,5,We use table fan in day,Use Air Coolers,NO,N/A,N/A,OTHER,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS ENOUGH,YES - I USE MORE,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,VERY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,,YES,YES,YES,,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,ABOUT THE SAME,Urdu
Pakistan,05/07/2020,Urdu,35+,Karachi,FEMALE,House wife,HOUSEWIFE,NO,CEILING FAN,12-VOLT BATTERY,9,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CLAY COURT,1,9,Takes bath,Taking a bath,YES,before we go to each other house,Spend More time indoors,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,NO CHANGE - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,SLIGHTLY WARM,HOT,VERY DIFFICULT TO TOLERATE,YES,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,MAYBE,YES,YES,YES,MAYBE,,,MAYBE,,,,,MAYBE,CAN'T REMEMBER,,CAN'T REMEMBER,,,,,FRUSTRATED,ABOUT THE SAME,ABOUT THE SAME,Urdu
Pakistan,28/06/2020,Urdu,35+,Karachi,MALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,OTHER,SOLAR,16,BOTTLES,OTHER,2,GALVANISED IRON,REINFORCED CONCRETE,CEMENT,2,4,In day and night,Other response,NO,N/A,N/A,VERY LITTLE – ONLY FOR SLEEPING,SIGNIFICANTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,HOT,VERY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,ABOUT THE SAME,Urdu
Pakistan,29/06/2020,Urdu,18-24,Hyderabad,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,10,BOTTLES,COMMUNAL OR STREET-END TAP,2,DRIED CLAY,MUD BRICK [CRUDE/RAW/COOKED],CEMENT,2,4,I take bath,Taking a bath,NO,N/A,N/A,VERY LITTLE – ONLY FOR SLEEPING,REMAINED ABOUT THE SAME,SLIGHTLY DECREASED,I EAT MORE - IT IS ENOUGH,YES - I USE MORE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,CAN'T REMEMBER,YES,MAYBE,MAYBE,,,YES,,,,,NO,,,,,,,,FRUSTRATED,NO,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,35+,Karachi,FEMALE,Hw,HOUSEWIFE,NO,CEILING FAN,INFORMAL CONNECTION,16,SUPPLIED IN TANKS,SUPPLIED IN TANKS,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,3,10,She uses generater for the fan,Use Air Coolers,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,NO - NO CHANGE,NO CHANGE,HARDER,SLIGHTLY WARM,SLIGHTLY WARM,VERY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,,,,,,,,,,,,,,,,UNHAPPY,NO,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,18-24,Karachi,FEMALE,REFUSED,REFUSED,NO,CEILING FAN,INFORMAL CONNECTION,13,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,REINFORCED CONCRETE,REINFORCED CONCRETE,CEMENT,4,8,I go to friend's house,Spend More time outdoors,YES,88,Don't know,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SIGNIFICANTLY INCREASED,SLIGHTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE MORE,DON'T KNOW,HARDER,HOT,VERY HOT,INTOLERABLE,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,,YES,YES,YES,CAN'T REMEMBER,,,MAYBE,,,,,,YES,,,,,,,SHORT TEMPERED,YES,DON'T KNOW,Urdu
Pakistan,29/06/2020,Urdu,18-24,Karachi,MALE,BUSINESS/SELF-EMPLOYED,BUSINESS/SELF-EMPLOYED,NO,CEILING FAN,INFORMAL CONNECTION,6,SUPPLIED IN TANKS,SUPPLIED IN TANKS,1,T-GIRDER,REINFORCED CONCRETE,CEMENT,1,4,She does nothing,Nothing,NO,N/A,N/A,SOME OF THE DAY,SLIGHTLY INCREASED,SLIGHTLY DECREASED,DON'T KNOW,DON'T KNOW,NO CHANGE,THE SAME,SLIGHTLY WARM,SLIGHTLY WARM,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,YES,YES,YES,,,,,,,,,,,,,,,,SHORT TEMPERED,NO,ABOUT THE SAME,Urdu
Pakistan,30/06/2020,Urdu,25-34,Hyderabad,FEMALE,EMPLOYED IN PRIVATE COMPANY,EMPLOYED IN PRIVATE COMPANY,NO,CEILING FAN,12-VOLT BATTERY,5,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,MUD BRICK [CRUDE/RAW/COOKED],SAND/DIRT,2,10,We use solar powered fanWe have a swing on which we sit on,Use solar power system,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,REMAINED ABOUT THE SAME,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,NO - NO CHANGE,NO CHANGE,THE SAME,HOT,VERY HOT,INTOLERABLE,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,,,,,,,,,,,,,,,,,,,,FRUSTRATED,NO,LESS,Urdu
Pakistan,29/06/2020,Urdu,18-24,Karachi,MALE,student,STUDENT,NO,CEILING FAN,INFORMAL CONNECTION,6,COMMUNAL TAP/SHARED TAP [ALSO CALLED STAND PIPE/STREET END TAP/YARD TAP],COMMUNAL OR STREET-END TAP,3,T-GIRDER,REINFORCED CONCRETE,CEMENT,4,8,Nothing,Nothing,NO,N/A,N/A,SOME OF THE DAY,REMAINED ABOUT THE SAME,REMAINED ABOUT THE SAME,NO CHANGE - IT IS ENOUGH,YES - I USE MORE,I HAVE BEEN ABLE TO USE MORE ENERGY,HARDER,WARM,WARM,SLIGHTLY DIFFICULT TO TOLERATE,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,,,,,,,,,,,,,,,,,,,,,DON'T KNOW,NO,MORE,Urdu
Pakistan,05/07/2020,Urdu,18-24,Karachi,FEMALE,Hoise wife,HOUSEWIFE,NO,TABLE FAN,12-VOLT BATTERY,7,SUPPLIED IN TANKS,COMMUNAL OR STREET-END TAP,2,SHEET METAL [TIN/ZINC/CORRUGATED IRON],MUD BRICK [CRUDE/RAW/COOKED],CEMENT,1,8,We take bath or drink water,Taking a bath,NO,N/A,N/A,MOST OF THE DAY – EXCEPT FOR SHORT TRIPS OUT,SLIGHTLY INCREASED,SIGNIFICANTLY DECREASED,I EAT LESS - IT IS NOT ENOUGH,YES - I USE LESS,I HAVE HAD TO USE LESS ENERGY,HARDER,HOT,SLIGHTLY WARM,FAIRLY DIFFICULT TO TOLERATE,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,,,,,,,,,,,,,,,,YES,FRUSTRATED,ABOUT THE SAME,ABOUT THE SAME,Urdu
